Timestamp,Eye_R,Eye_G,Eye_B,Eye_Hex,Lips_R,Lips_G,Lips_B,Lips_Hex,Cheek_R,Cheek_G,Cheek_B,Cheek_Hex,Hair_R,Hair_G,Hair_B,Hair_Hex
2025-04-05 14:32:53,38,37,40,#262528,156,85,81,#9C5551,203,135,117,#CB8775,79,67,50,#4F4332
2025-04-05 14:32:53,45,41,40,#2D2928,169,97,87,#A96157,205,138,117,#CD8A75,85,66,52,#554234
2025-04-05 14:32:53,41,42,45,#292A2D,167,88,86,#A75856,209,139,119,#D18B77,90,68,54,#5A4436
2025-04-05 14:32:53,44,43,42,#2C2B2A,165,94,87,#A55E57,210,142,120,#D28E78,83,66,50,#534232
2025-04-05 14:32:53,43,39,46,#2B272E,165,92,89,#A55C59,212,144,121,#D49079,86,64,49,#564031
2025-04-05 14:32:53,42,38,37,#2A2625,154,82,83,#9A5253,213,144,121,#D59079,83,68,52,#534434
2025-04-05 14:32:54,44,41,45,#2C292D,151,81,80,#975150,214,144,121,#D69079,87,62,50,#573E32
2025-04-05 14:32:54,45,45,44,#2D2D2C,149,83,81,#955351,216,145,119,#D89177,78,63,45,#4E3F2D
2025-04-05 14:32:54,42,42,38,#2A2A26,147,84,80,#935450,217,150,122,#D9967A,83,66,54,#534236
2025-04-05 14:32:54,37,37,42,#25252A,149,81,81,#955151,220,148,121,#DC9479,85,66,53,#554235
2025-04-05 14:32:54,46,41,43,#2E292B,137,72,68,#894844,220,149,120,#DC9578,77,63,50,#4D3F32
2025-04-05 14:32:54,46,35,36,#2E2324,143,75,74,#8F4B4A,221,152,119,#DD9877,81,60,49,#513C31
2025-04-05 14:32:54,41,37,36,#292524,136,72,69,#884845,223,151,119,#DF9777,78,60,44,#4E3C2C
2025-04-05 14:32:54,34,30,30,#221E1E,147,78,73,#934E49,222,154,122,#DE9A7A,77,58,46,#4D3A2E
2025-04-05 14:32:54,42,35,39,#2A2327,146,79,72,#924F48,226,155,123,#E29B7B,77,57,46,#4D392E
2025-04-05 14:32:54,42,33,36,#2A2124,151,89,84,#975954,225,157,126,#E19D7E,77,60,44,#4D3C2C
2025-04-05 14:32:54,36,32,33,#242021,163,100,89,#A36459,226,159,128,#E29F80,72,55,47,#48372F
2025-04-05 14:32:54,40,35,36,#282324,167,101,97,#A76561,223,154,122,#DF9A7A,74,57,48,#4A3930
2025-04-05 14:32:54,42,35,34,#2A2322,150,90,80,#965A50,216,151,123,#D8977B,77,57,43,#4D392B
2025-04-05 14:32:54,42,33,34,#2A2122,148,89,80,#945950,213,147,119,#D59377,76,55,45,#4C372D
2025-04-05 14:32:54,39,33,35,#272123,104,61,60,#683D3C,210,143,115,#D28F73,75,53,44,#4B352C
2025-04-05 14:32:54,38,34,37,#262225,102,61,56,#663D38,212,145,115,#D49173,75,54,48,#4B3630
2025-04-05 14:32:54,40,33,34,#282122,145,94,85,#915E55,217,149,123,#D9957B,73,53,45,#49352D
2025-04-05 14:32:54,39,36,35,#272423,183,129,109,#B7816D,218,149,119,#DA9577,75,54,44,#4B362C
2025-04-05 14:32:54,31,33,33,#1F2121,204,146,125,#CC927D,217,150,120,#D99678,74,53,45,#4A352D
2025-04-05 14:32:54,35,32,34,#232022,192,136,120,#C08878,217,147,121,#D99379,70,53,45,#46352D
2025-04-05 14:32:54,37,32,33,#252021,201,144,122,#C9907A,215,146,119,#D79277,68,53,43,#44352B
2025-04-05 14:32:54,38,32,34,#262022,204,148,126,#CC947E,215,144,118,#D79076,69,50,42,#45322A
2025-04-05 14:32:54,40,33,34,#282122,198,141,123,#C68D7B,214,143,117,#D68F75,69,52,39,#453427
2025-04-05 14:32:54,57,37,33,#392521,189,132,122,#BD847A,210,145,115,#D29173,71,56,46,#47382E
2025-04-05 14:32:54,60,40,36,#3C2824,184,128,110,#B8806E,210,142,116,#D28E74,73,55,45,#49372D
2025-04-05 14:32:54,50,31,28,#321F1C,171,118,104,#AB7668,210,145,119,#D29177,73,53,47,#49352F
2025-04-05 14:32:54,40,28,25,#281C19,152,99,85,#986355,208,143,117,#D08F75,70,49,40,#463128
2025-04-05 14:32:54,36,29,28,#241D1C,151,92,89,#975C59,209,142,116,#D18E74,71,50,41,#473229
2025-04-05 14:32:54,39,36,34,#272422,139,84,79,#8B544F,211,146,119,#D39277,72,51,43,#48332B
2025-04-05 14:32:54,42,36,37,#2A2425,128,80,76,#80504C,214,147,119,#D69377,72,53,44,#48352C
2025-04-05 14:32:55,42,35,35,#2A2323,123,72,70,#7B4846,216,150,121,#D89679,69,52,42,#45342A
2025-04-05 14:32:55,42,36,34,#2A2422,117,65,66,#754142,215,147,118,#D79376,66,49,38,#423126
2025-04-05 14:32:55,41,34,35,#292223,154,100,87,#9A6457,214,142,115,#D68E73,71,50,40,#473228
2025-04-05 14:32:55,37,32,39,#252027,159,99,84,#9F6354,211,142,114,#D38E72,69,50,42,#45322A
2025-04-05 14:32:55,34,33,34,#222122,160,101,86,#A06556,211,140,114,#D38C72,68,50,40,#443228
2025-04-05 14:32:55,36,31,33,#241F21,163,100,84,#A36454,209,139,113,#D18B71,69,50,42,#45322A
2025-04-05 14:32:55,39,35,36,#272324,162,98,89,#A26259,209,139,114,#D18B72,69,48,40,#453028
2025-04-05 14:32:55,37,30,31,#251E1F,160,104,94,#A0685E,207,138,114,#CF8A72,68,50,41,#443229
